gene	chromosome	start	end
LINC02701	11	68638132	68642010
MRPL21	11	68658744	68671303
IGHMBP2	11	68671310	68708070
MRGPRD	11	68747490	68748455
MRGPRF	11	68771863	68780877
MRGPRF-AS1	11	68779751	68785915
TPCN2	11	68816365	68858072
MIR3164	11	68850644	68850726
MYEOV	11	69061605	69182494
IFITM9P	11	69070879	69071274
LINC02747	11	69291901	69294708
CCND1	11	69455855	69469242
LTO1	11	69467844	69490184
FGF19	11	69513000	69519410
DNAJB6P5	11	69552066	69552785
FGF4	11	69587797	69590171
FGF3	11	69624992	69633792
LINC02753	11	69902336	69911477
LINC02584	11	69918540	69921539
RNU6-1175P	11	69921469	69921575
ANO1	11	69924408	70035634
ANO1-AS1	11	70033894	70034615
FADD	11	70049269	70053496
PPFIA1	11	70116806	70230509
H2AZP4	11	70125027	70125403
MIR548K	11	70130061	70130176
CTTN	11	70244510	70282690
SHANK2	11	70313961	70963623
SHANK2-AS1	11	70477199	70481595
SHANK2-AS2	11	70492270	70493667
SHANK2-AS3	11	70708895	70711220
MIR3664	11	70718375	70718473
ACTE1P	11	71093647	71134469
DHCR7	11	71139239	71163914
NADSYN1	11	71164155	71235153
KRTAP5-7	11	71238313	71239210
KRTAP5-8	11	71249071	71250253
KRTAP5-9	11	71259466	71260653
KRTAP5-10	11	71276609	71279980
KRTAP5-14P	11	71290774	71290894
KRTAP5-11	11	71292901	71314399
OR7E87P	11	71304500	71305428
UNC93B6	11	71314306	71319086
OR7E4P	11	71331066	71332078
RPS3AP41	11	71380566	71381343
SNRPCP14	11	71401499	71401703
ENPP7P8	11	71422786	71492229
FAM86C1P	11	71498556	71512282
ALG1L9P	11	71511587	71515686
ZNF705E	11	71525091	71532594
DEFB108B	11	71544246	71548756
RNA5SP342	11	71556242	71556291
DEFB130C	11	71567323	71574704
DEFB131B	11	71589499	71595607
OR7E128P	11	71604456	71605479
OR7E126P	11	71614240	71615127
RNF121	11	71639747	71708643
IL18BP	11	71709587	71716761
NUMA1	11	71713910	71791739
MIR3165	11	71783274	71783348
LRTOMT	11	71791382	71821828
LAMTOR1	11	71796941	71814433
ANAPC15	11	71817424	71823826
FOLR3	11	71825915	71850936
RPEP6	11	71842328	71842953
FOLR1P1	11	71869866	71870905
FOLR1	11	71900602	71907345
FOLR2	11	71927645	71932994
INPPL1	11	71934745	71950149
PHOX2A	11	71950121	71956708
CLPB	11	72003469	72145692
ART2BP	11	72189265	72190281
ART2P	11	72231030	72232777
LINC01537	11	72281704	72284273
PDE2A	11	72287185	72385635
PDE2A-AS2	11	72295616	72299023
MIR139	11	72326107	72326174
RNU7-105P	11	72332810	72332871
PDE2A-AS1	11	72354281	72370451
ARAP1	11	72396114	72504644
ARAP1-AS1	11	72396120	72404853
ARAP1-AS2	11	72411519	72416652
RPS12P20	11	72419231	72419610
STARD10	11	72465774	72504726
MIR4692	11	72494575	72494637
ATG16L2	11	72525353	72554719
FCHSD2	11	72547790	72853306
RNU6-672P	11	72580589	72580695
P2RY2	11	72929343	72947397
OR8R1P	11	72959824	72960912
P2RY6	11	72975550	73009662
ARHGEF17	11	73019334	73080136
RELT	11	73087309	73108519
FAM168A	11	73111532	73309234
HMGN2P38	11	73291298	73291562
PLEKHB1	11	73357223	73373864
RAB6A	11	73386683	73472182
MRPL48	11	73498361	73576178
RN7SKP243	11	73543427	73543735
MIX23P5	11	73561514	73562256
COA4	11	73583712	73588033
PAAF1	11	73587744	73638790
ARPC3P4	11	73632710	73633241
DNAJB13	11	73661364	73681411
UCP2	11	73685712	73694352
UCP3	11	73711326	73720480
C2CD3	11	73723763	73882255
PPME1	11	73882144	73965748
RNA5SP343	11	73909793	73909899
P4HA3	11	73946846	74022702
P4HA3-AS1	11	74022407	74035750
PGM2L1	11	74041363	74109518
HNRNPA1P40	11	74065488	74066765
MIR548AL	11	74110282	74110378
KCNE3	11	74165886	74178774
CYCSP27	11	74193295	74193587
LIPT2	11	74202757	74204778
POLD3	11	74204896	74380162
RANP3	11	74363681	74363956
RN7SKP297	11	74396269	74396550
CHRDL2	11	74407474	74442430
MIR4696	11	74431313	74431382
RNF169	11	74459913	74553458
XRRA1	11	74518784	74660245
RN7SL239P	11	74556955	74557251
SPCS2	11	74660292	74690076
RNU6-216P	11	74679234	74679337
NEU3	11	74699179	74729938
OR2AT2P	11	74782193	74783097
NPM1P50	11	74790310	74791176
OR2AT4	11	74799758	74800799
SLCO2B1	11	74811608	74917594
OR2AT1P	11	74842183	74842925
ZDHHC20P3	11	74939367	74939702
TPBGL	11	74951950	74954742
ARRB1	11	74975226	75062873
MIR326	11	75046136	75046230
RPS3	11	75110530	75133324
SNORD15A	11	75111435	75111582
SNORD15B	11	75115465	75115610
KLHL35	11	75133438	75141674
GDPD5	11	75145685	75236948
SERPINH1	11	75273101	75283828
MAP6	11	75297963	75380165
MOGAT2	11	75428864	75444003
RN7SL786P	11	75453174	75453469
DGAT2	11	75470557	75512579
UVRAG-DT	11	75514476	75526451
UVRAG	11	75526212	75854239
PPP1R1AP1	11	75622248	75622672
RNA5SP344	11	75645980	75646083
WNT11	11	75897369	75921780
LINC02761	11	75922000	75927069
THAP12	11	76061000	76092015
GVQW3	11	76092357	76125663
EMSY	11	76155967	76264069
LINC02757	11	76339140	76341407
LRRC32	11	76368568	76381791
GUCY2EP	11	76405087	76418685
TSKU	11	76493295	76509198
ACER3	11	76571911	76737841
B3GNT6	11	76745385	76753096
CAPN5	11	76777979	76837201
OMP	11	76813886	76814377
MYO7A	11	76839310	76926284
GDPD4	11	76927603	77012732
TOMM20P1	11	77024651	77025077
PAK1	11	77032752	77185680
CLNS1A	11	77225981	77348850
RNU7-59P	11	77277979	77278039
AQP11	11	77300436	77321400
RSF1	11	77371041	77532063
RSF1-IT2	11	77428757	77429456
FTH1P16	11	77445520	77446071
RSF1-IT1	11	77449725	77450613
AAMDC	11	77532155	77629478
INTS4	11	77589766	77705724
KCTD14	11	77726761	77757237
NDUFC2-KCTD14	11	77728017	77790911
THRSP	11	77774907	77779397
NDUFC2	11	77779350	77791265
ALG8	11	77811982	77850706
RNU6-126P	11	77844466	77844568
KCTD21-AS1	11	77850817	77886369
KCTD21	11	77882295	77899868
USP35	11	77899858	77925757
GAB2	11	77926343	78129394
LINC02728	11	78135028	78140882
NARS2	11	78147007	78285919
RNU6-311P	11	78290300	78290401
COPS8P3	11	78292720	78293201
TENM4	11	78363876	79151992
MIR708	11	79113066	79113153
MIR5579	11	79133213	79133270
RNU6-544P	11	80239004	80239110
ARL6IP1P3	11	80364473	80365032
LINC02720	11	80462243	80473869
MTND4LP18	11	81263268	81263558
MTND6P25	11	81266952	81267467
MIR4300HG	11	81590893	82429124
MIR4300	11	81601783	81601878
RPS28P7	11	82400571	82400944
FAM181B	11	82443053	82444906
LINC02734	11	82502704	82528188
RBMXP3	11	82516396	82517551
PRCP	11	82534544	82681626
EIF2S2P6	11	82546551	82548264
DDIAS	11	82611017	82669319
RAB30	11	82684175	82782965
SNORA70E	11	82752506	82752640
RAB30-DT	11	82783108	82817761
COX5BP4	11	82817622	82818003
C1DP5	11	82822102	82822484
BCAS2P1	11	82843098	82845779
PCF11	11	82868030	82898493
PCF11-AS1	11	82896563	82898078
ANKRD42	11	82904781	82971736
CKS1BP4	11	82920441	82920676
RPL32P24	11	82924047	82924446
CCDC90B	11	82970139	82997450
CYCSP28	11	83039969	83040289
DLG2	11	83166055	85338966
DLG2-AS2	11	83354645	83436433
LDHAL6DP	11	83525614	83526306
HNRNPA1P72	11	84256174	84257889
HNRNPCP6	11	84731829	84732699
RNU6-1292P	11	85220982	85221088
TMEM126B	11	85339629	85347580
TMEM126A	11	85359011	85367591
CREBZF	11	85370752	85393951
CCDC89	11	85394893	85397320
SYTL2	11	85405267	85522184
CCDC83	11	85566144	85631064
SLC25A1P1	11	85645780	85646706
PICALM	11	85668727	85780924
RNU6-560P	11	85864269	85864376
LINC02695	11	85903829	85904524
FNTAP1	11	85906174	85907308
EED	11	85955586	85989855
SETP17	11	86005802	86006618
HIKESHI	11	86013253	86056969
RN7SL225P	11	86035056	86035351
CCDC81	11	86085778	86134151
PTP4A1P6	11	86143140	86143617
ME3	11	86152150	86383678
PRSS23	11	86502101	86663952
MOB4P2	11	86532185	86532770
OR7E13P	11	86543582	86544491
OR7E2P	11	86568101	86568989
FZD4	11	86656721	86666433
FZD4-DT	11	86666661	86712001
HNRNPCP8	11	86735625	86736819
TMEM135	11	86748886	87034800
XIAPP2	11	86805776	86807627
PSMA2P1	11	87040449	87041094
RNU6-1135P	11	87317675	87317777
LINC02711	11	87429246	87430303
MTCYBP41	11	87525927	87527049
RAB38	11	87846410	87908635
MIR3166	11	87909670	87909761
CTSC	11	88026760	88070955
GAPDHP70	11	88141347	88142391
GRM5	11	88237744	88799113
GRM5-AS1	11	88237744	88257222
RNU6-16P	11	88345973	88346079
TYR	11	88910620	89028927
CBX3P7	11	89026913	89027414
NOX4	11	89057524	89322779
H3P34	11	89231916	89232366
FOLH1B	11	89371683	89431886
UBTFL10	11	89433932	89434493
TRIM77	11	89443467	89451040
UBTFL2	11	89485953	89487143
TRIM64DP	11	89510149	89515545
TRIM49	11	89530823	89541743
TRIM53BP	11	89575165	89584138
TRIM51BP	11	89586008	89596061
TRIM64B	11	89602450	89609185
MTND1P35	11	89641708	89642215
TRIM49D1	11	89644279	89654935
TRIM49D2	11	89657232	89666218
TRIM64	11	89701672	89708396
TRIM51EP	11	89714609	89724840
TRIM53AP	11	89726704	89732909
TRIM49C	11	89764274	89806558
TRIM64EP	11	89789145	89796167
UBTFL1	11	89819081	89820299
NAALAD2	11	89864683	89926062
CHORDC1	11	89934328	89956532
DISC1FP1	11	89984400	90648220
TUBAP2	11	90015728	90017340
MIR4490	11	90288942	90289025
MIR1261	11	90602289	90602370
OSBPL9P2	11	90847892	90849119
OSBPL9P3	11	90849129	90849723
LINC02748	11	90891251	90900462
LINC02756	11	91527528	91545460
TUBB4BP4	11	91682897	91683200
RPL7AP57	11	91894272	91895055
NDUFB11P1	11	92069198	92069662
FAT3	11	92085262	92629618
PGAM1P9	11	92099662	92100416
RPS3AP42	11	92231318	92232101
SNRPGP16	11	92670607	92670832
MTNR1B	11	92702886	92718232
RPL26P31	11	92785561	92785993
SLC36A4	11	92877341	92931130
DEUP1	11	93063137	93171653
SMCO4	11	93211638	93276674
SRP14P2	11	93268634	93268982
RN7SL223P	11	93290079	93290369
CEP295	11	93394805	93463522
SCARNA9	11	93454679	93455032
TAF1D	11	93463114	93517557
SNORA25	11	93463679	93463812
SNORA32	11	93464145	93464265
SNORD6	11	93464668	93464740
SNORA1	11	93465170	93465299
SNORA8	11	93465527	93465665
SNORD5	11	93466394	93466466
SNORA18	11	93466632	93466763
MIR1304	11	93466840	93466930
SNORA40	11	93468277	93468402
C11orf54	11	93474757	93497915
MED17	11	93517393	93547861
VSTM5	11	93551398	93583697
HPRT1P3	11	93731809	93732384
HEPHL1	11	93754527	93846917
PHBP16	11	93788189	93789138
PANX1	11	93862094	93915138
ARPC3P3	11	93921615	93922163
IZUMO1R	11	94038759	94040887
GPR83	11	94110477	94134585
MRE11	11	94152895	94227074
MIR548L	11	94199661	94199746
ANKRD49	11	94226795	94232749
C11orf97	11	94245747	94265289
PIWIL4	11	94277006	94354587
FUT4	11	94277017	94283063
LINC02700	11	94375073	94384797
AMOTL1	11	94439597	94609918
ST13P11	11	94646212	94646931
CWC15	11	94695787	94706776
KDM4D	11	94706845	94732682
KDM4E	11	94758422	94760760
KDM4F	11	94782586	94784109
SRSF8	11	94800056	94804388
ENDOD1	11	94822974	94865809
BUD13P1	11	94876801	94878289
SESN3	11	94898704	94965705
FAM76B	11	95502106	95523573
CEP57	11	95523129	95565857
MTMR2	11	95566046	95658479
RNA5SP345	11	95573181	95573288
RPL32P25	11	95696383	95696788
MAML2	11	95709762	96076344
MIR1260B	11	96074602	96074690
CCDC82	11	96085933	96123087
JRKL	11	96123153	96240738
JRKL-AS1	11	96180296	96239990
RNA5SP346	11	96207736	96207856
LINC02737	11	96241589	96247912
MED28P5	11	96871274	96871711
LINC02553	11	97093644	97130987
RNA5SP347	11	97528464	97528582
LINC02713	11	97749781	97813762
CNTN5	11	98891683	100229616
RN7SKP53	11	98990906	98991220
RPA2P3	11	100207588	100208357
RN7SL222P	11	100512709	100513004
PPIAP43	11	100537190	100537693
ARHGAP42-AS1	11	100554893	100558686
ARHGAP42	11	100558384	100862668
RN7SKP115	11	100710361	100710677
PGR	11	100900355	101001255
TRPC6	11	101322295	101743293
MIR3920	11	101390551	101390636
ANGPTL5	11	101761405	101787253
CEP126	11	101785746	101871789
CFAP300	11	101918174	101955291
YAP1	11	101981192	102104154
RNU6-952P	11	102184453	102184560
BIRC3	11	102188215	102210134
BIRC2	11	102217942	102249401
TMEM123	11	102267063	102341115
MMP7	11	102391239	102401484
MMP20	11	102447566	102496063
MMP27	11	102562218	102576537
MMP8	11	102582526	102597781
WTAPP1	11	102617699	102707497
MMP10	11	102641234	102651359
MMP1	11	102660651	102668891
MMP3	11	102706532	102714534
MMP12	11	102733467	102745764
BOLA3P1	11	102751222	102751576
RNU7-159P	11	102774622	102774683
MMP13	11	102813724	102826463
DCUN1D5	11	102932805	102962944
DYNC2H1	11	102980160	103350591
MTCO3P15	11	103272741	103273314
MTATP6P15	11	103273316	103274150
MTCO2P15	11	103274240	103274895
MTCO1P15	11	103275037	103276562
MTND2P26	11	103276941	103277969
MTND1P36	11	103278169	103279104
MIR4693	11	103720634	103720708
PDGFD	11	103777914	104035107
DDI1	11	103907308	103909922
LINC02552	11	104316596	104480049
CASP12	11	104756445	104769397
CASP4LP	11	104772276	104789800
CASP4	11	104813593	104840163
CASP5	11	104864962	104893895
CASP1	11	104896170	104972158
CARD16	11	104912053	104972158
CASP1P2	11	104934072	104942268
CARD17	11	104963196	104972158
CASP1P1	11	104993388	104994066
CARD18	11	105008448	105010453
OR2AL1P	11	105065167	105065673
GRIA4	11	105480721	105852819
HSPD1P13	11	105577025	105578663
RNU4-55P	11	105695360	105695496
RNU6-277P	11	105845553	105845658
MSANTD4	11	105866350	105893130
KBTBD3	11	105921825	105948492
AASDHPPT	11	105946228	105969437
LINC02719	11	105983186	106002843
GUCY1A2	11	106544738	106889250
ASS1P13	11	107047012	107048256
CWF19L2	11	107197071	107328572
SMARCE1P1	11	107274130	107275315
ALKBH8	11	107373452	107436472
ELMOD1	11	107461817	107537505
SLN	11	107578104	107590419
SLC35F2	11	107661717	107799019
RAB39A	11	107799229	107834208
CUL5	11	107879459	107978503
ACAT1	11	107992243	108018503
NPAT	11	108027942	108093369
ATM	11	108093211	108239829
C11orf65	11	108179246	108338258
POGLUT3	11	108342832	108369159
EXPH5	11	108376158	108464465
DDX10	11	108535752	108811657
RPS2P39	11	108561016	108561683
CYCSP29	11	108693060	108693377
RNU6-654P	11	108876244	108876350
RNA5SP349	11	108991605	108991713
C11orf87	11	109292846	109299840
LINC02715	11	109622168	109694573
TFAMP2	11	109777730	109778467
RPSAP50	11	109852918	109853769
ZC3H12C	11	109964087	110042566
RDX	11	110045605	110167447
LINC02732	11	110225855	110277124
FDX1	11	110300607	110335605
ARHGAP20	11	110447766	110583912
HNRNPA1P60	11	110658749	110659735
RNA5SP350	11	110910822	110910932
LINC02550	11	110962656	110968081
RPS17P15	11	110976271	110976619
C11orf53	11	111126707	111157126
COLCA1	11	111164114	111175770
COLCA2	11	111169565	111179460
MIR4491	11	111218482	111218549
POU2AF1	11	111222977	111326355
RNU2-60P	11	111253817	111253944
BTG4	11	111338251	111383079
MIR34B	11	111383663	111383746
MIR34C	11	111384164	111384240
HOATZ	11	111385510	111407756
LAYN	11	111411005	111432264
SIK2	11	111473115	111601577
RN7SKP273	11	111553835	111554148
PPP2R1B	11	111597632	111637151
ALG9	11	111652919	111742305
ALG9-IT1	11	111687938	111699936
GNG5P3	11	111734977	111735183
FDXACB1	11	111744780	111751967
C11orf1	11	111749659	111756699
RPL37AP8	11	111759923	111760198
CRYAB	11	111779289	111794446
HSPB2	11	111782966	111789574
HSPB2-C11orf52	11	111783460	111797595
C11orf52	11	111788756	111797596
DIXDC1	11	111797868	111893308
RNA5SP351	11	111799124	111799232
DLAT	11	111895538	111935114
PPIHP1	11	111900582	111901091
RNU6-893P	11	111903223	111903322
PIH1D2	11	111934734	111944998
NKAPD1	11	111944810	111955874
TIMM8B	11	111955524	111957522
SDHD	11	111957497	111990353
IL18	11	112013974	112034840
TEX12	11	112038095	112043282
BCO2	11	112046190	112095422
KCTD9P4	11	112051496	112053914
MRPS36P4	11	112079324	112079621
RPS12P21	11	112089049	112089443
PTS	11	112097088	112140678
RPS6P16	11	112106094	112106748
PLET1	11	112118876	112131583
ST13P10	11	112138013	112139094
LINC02762	11	112141472	112233257
RNU6-44P	11	112223279	112223385
LINC02763	11	112263841	112492452
RPL23AP62	11	112332191	112332643
LINC02764	11	112404945	112426525
NCAM1	11	112831997	113149158
RNU7-187P	11	112848075	112848142
NCAM1-AS1	11	113140254	113144623
TTC12	11	113185251	113254266
ANKK1	11	113258513	113271140
DRD2	11	113280318	113346413
MIR4301	11	113320745	113320810
TMPRSS5	11	113558272	113577095
MTRF1LP1	11	113582442	113583120
ZW10	11	113603909	113644533
RPS29P19	11	113621838	113622008
CLDN25	11	113650469	113651222
ATF4P4	11	113659953	113662088
LRRC37A13P	11	113662188	113662474
USP28	11	113668596	113746292
RNU6-1107P	11	113730068	113730171
HTR3B	11	113775399	113817287
HTR3A	11	113845603	113861035
ZBTB16	11	113930315	114121398
NNMT	11	114128509	114184007
C11orf71	11	114262165	114271139
RBM7	11	114270752	114284925
REXO2	11	114310108	114321001
NXPE2P1	11	114383428	114384153
NXPE1	11	114392437	114430617
NXPE4	11	114441313	114466484
NXPE2	11	114549108	114579362
CADM1	11	115039938	115375675
RPL12P46	11	115448767	115448961
LINC02698	11	115530376	115713864
LINC00900	11	115624966	115631345
LINC02703	11	115803492	115813713
LINC02151	11	116367616	116371347
LINC02702	11	116510139	116528969
BUD13	11	116618886	116643704
ZPR1	11	116648436	116658766
APOA5	11	116660083	116663136
APOA4	11	116691419	116694022
APOC3	11	116700422	116703788
APOA1	11	116706467	116708666
APOA1-AS	11	116706833	116726445
SIK3	11	116714118	116969153
RNY4P6	11	116886613	116886708
PAFAH1B2	11	117014983	117047610
SIDT2	11	117049449	117068160
TAGLN	11	117070037	117075498
PCSK7	11	117075053	117103241
RNF214	11	117103341	117157161
BACE1	11	117156402	117186975
CEP164	11	117185273	117283984
PRR13P3	11	117206972	117207347
DSCAML1	11	117298489	117688240
FXYD2	11	117671559	117699413
FXYD6-FXYD2	11	117690878	117747382
FXYD6	11	117707693	117748201
TMPRSS13	11	117771358	117800174
IL10RA	11	117857063	117872196
SMIM35	11	117886487	117957508
RN7SL828P	11	117937952	117938252
TMPRSS4	11	117947753	117992605
SCN4B	11	118004092	118023603
SCN2B	11	118032666	118047388
JAML	11	118064455	118095809
HSPE1P18	11	118079647	118079926
MPZL3	11	118097409	118123065
MPZL2	11	118124118	118135251
CD3E	11	118175260	118186890
CD3D	11	118209669	118213459
CD3G	11	118215059	118225876
UBE4A	11	118230300	118269926
ATP5MG	11	118271869	118302211
KMT2A	11	118307205	118397539
TTC36	11	118398187	118401912
TMEM25	11	118401756	118417995
IFT46	11	118415243	118443685
RPL5P30	11	118431405	118432295
ARCN1	11	118443105	118473748
RNU6-1157P	11	118464703	118464808
PHLDB1	11	118477155	118528741
TREH	11	118528026	118550399
TREHP1	11	118558748	118561309
RNU6-376P	11	118573051	118573156
DDX6	11	118620034	118661858
SETP16	11	118704555	118705265
CXCR5	11	118754475	118768508
BCL9L	11	118764584	118796317
MIR4492	11	118781417	118781496
UPK2	11	118795873	118829269
RN7SL688P	11	118801920	118802184
FOXR1	11	118842417	118852001
CENATAC-DT	11	118865534	118868714
CENATAC	11	118868852	118886501
RPL23AP64	11	118873722	118874156
RPS25	11	118886422	118889401
TRAPPC4	11	118889142	118896164
SLC37A4	11	118894824	118901616
HYOU1	11	118914900	118927913
VPS11-DT	11	118938085	118938409
VPS11	11	118938403	118952688
HMBS	11	118955576	118964259
H2AX	11	118964564	118966177
DPAGT1	11	118967213	118979041
C2CD2L	11	118972908	118989252
HINFP	11	118992297	119006752
ABCG4	11	119019722	119033360
NLRX1	11	119037277	119054725
PDZD3	11	119056166	119060932
CCDC153	11	119060347	119067479
CBL	11	119076752	119178859
RNU6-262P	11	119160272	119160387
MCAM	11	119179241	119192231
RNF26	11	119205237	119208023
C1QTNF5	11	119209652	119217383
MFRP	11	119209652	119217383
USP2	11	119225925	119252436
USP2-AS1	11	119252488	119397374
THY1	11	119288090	119295695
THY1-AS1	11	119288661	119289824
DUXAP5	11	119315701	119316229
KRT8P7	11	119473587	119475018
NECTIN1	11	119494120	119599794
RNU6-1123P	11	119527021	119527126
NECTIN1-AS1	11	119580630	119584635
LINC02744	11	119858663	119865746
TRIM29	11	119981983	120056237
OAF	11	120081475	120101041
POU2F3	11	120107349	120190653
TLCD5	11	120195838	120204391
ARHGEF12	11	120207787	120360645
GRIK4	11	120382468	120859613
ELOCP22	11	120490643	120490976
HMGB1P42	11	120806811	120807363
TBCEL	11	120894781	120961484
TECTA	11	120971882	121062202
RPS4XP12	11	121120979	121121687
SC5D	11	121163162	121179403
BMPR1AP2	11	121232559	121233574
SORL1	11	121322912	121504402
RNU6-256P	11	121875063	121875159
MIR100HG	11	121899063	121987031
MIR125B1	11	121970465	121970552
BLID	11	121986062	121986923
MIRLET7A2	11	122017229	122017301
MIR100	11	122022937	122023016
RNU4ATAC10P	11	122319918	122320039
RNU4ATAC5P	11	122322182	122322307
RNU6-592P	11	122449913	122450015
GLULP3	11	122484152	122485194
UBASH3B	11	122526383	122685181
CRTAM	11	122709208	122743347
JHY	11	122753391	122830506
RNU4-23P	11	122797742	122797881
ATP5PBP5	11	122831035	122831794
BSX	11	122848278	122852428
RPL34P23	11	122906575	122906932
RPS26P43	11	122920495	122921061
RPL31P47	11	122921869	122922109
HSPA8	11	122928197	122933938
SNORD14E	11	122928785	122928869
SNORD14D	11	122929617	122929703
SNORD14C	11	122930043	122930130
CLMP	11	122943035	123065989
LINC02727	11	123184382	123185478
PHBP17	11	123210882	123211422
MIR4493	11	123252148	123252220
GRAMD1B	11	123396344	123498482
SF3A3P2	11	123468654	123470160
SCN3B	11	123499895	123525952
ZNF202	11	123594885	123612383
OR6X1	11	123624196	123625253
RNU1-21P	11	123634635	123634797
OR6M1	11	123676043	123677095
OR6M2P	11	123711714	123712584
OR6M3P	11	123732530	123733229
TMEM225	11	123753633	123756349
OR8D4	11	123777109	123778183
OR4D5	11	123810250	123811344
OR6T1	11	123813492	123814580
OR10S1	11	123847368	123848488
OR10G6	11	123864870	123865868
OR10G5P	11	123880362	123880719
OR10G4	11	123886282	123887217
OR10G9	11	123893720	123894655
OR10G8	11	123900297	123901341
OR10G7	11	123908773	123909717
OR10D5P	11	123925577	123926414
OR10D4P	11	123964289	123965239
OR10N1P	11	123975807	123976675
VWA5A	11	123986069	124018428
OR10D1P	11	124029128	124030063
OR10D3	11	124055923	124056952
OR8F1P	11	124077890	124078822
OR8G3P	11	124085346	124086394
OR8G2P	11	124095437	124096365
OR8G7P	11	124109121	124110228
OR8G1	11	124120423	124135763
OR8G5	11	124134723	124135763
SLC5A4P1	11	124143866	124144477
OR8D1	11	124179708	124180733
OR8D2	11	124189134	124190184
OR8B7P	11	124194767	124195685
OR8B6P	11	124208679	124209558
OR8B5P	11	124227456	124228365
OR8B1P	11	124235530	124236447
OR8C1P	11	124246773	124247697
OR8B2	11	124252291	124253258
OR8B3	11	124266278	124267264
OR8X1P	11	124274130	124274998
OR8B4	11	124293807	124294789
OR8B8	11	124310022	124311054
OR8A2P	11	124330430	124331381
OR8B9P	11	124350895	124351819
OR8B10P	11	124386207	124387138
OR8A3P	11	124401521	124401806
OR8B12	11	124412578	124413575
OR8A1	11	124439893	124441037
OR8Q1P	11	124471480	124472134
PANX3	11	124481386	124490252
TBRG1	11	124492732	124505287
SIAE	11	124503009	124565603
RNA5SP352	11	124506355	124506488
SPA17	11	124543694	124567414
NRGN	11	124609742	124617106
VSIG2	11	124617368	124622134
ESAM	11	124622026	124632186
MSANTD2	11	124636394	124670569
ROBO3	11	124735282	124751366
ROBO4	11	124753587	124768396
HEPACAM	11	124789089	124806308
HEPN1	11	124789146	124790573
CCDC15	11	124824017	124911385
SLC37A2	11	124932963	124959131
TMEM218	11	124966398	124981659
KRT18P59	11	124983057	124996677
PKNOX2-DT	11	125028357	125034505
PKNOX2	11	125034583	125303285
RNU6-321P	11	125147448	125147553
FEZ1	11	125315646	125366213
EI24	11	125439112	125454575
RNU6-1156P	11	125444615	125444714
STT3A	11	125461607	125495110
CHEK1	11	125495036	125546150
RNU2-35P	11	125519641	125519782
ACRV1	11	125541417	125551018
PATE1	11	125616188	125619762
PATE2	11	125646008	125648714
PATE3	11	125658006	125661495
PATE4	11	125703211	125709964
HYLS1	11	125753509	125770543
PUS3	11	125763381	125773116
DDX25	11	125773271	125793158
CDON	11	125825691	125933230
NAP1L1P1	11	125937434	125938496
RPUSD4	11	126071993	126081587
FAM118B	11	126081309	126132881
RNU4-86P	11	126084155	126084373
RN7SL351P	11	126114930	126115175
SRPRA	11	126132814	126139039
FOXRED1	11	126138950	126148026
RPL35AP26	11	126148152	126148472
TIRAP	11	126152960	126168740
DCPS	11	126173647	126215644
ST3GAL4	11	126225535	126310239
KIRREL3	11	126293254	126873355
KIRREL3-AS1	11	126413842	126480843
KIRREL3-AS2	11	126810642	126814986
MIR3167	11	126858354	126858438
KIRREL3-AS3	11	126872805	126875953
LINC02712	11	127140957	127206928
RN7SKP121	11	127275923	127276227
RN7SKP279	11	127277746	127278043
DNAJB6P1	11	127810808	127811549
LINC02725	11	128050322	128053449
LINC02098	11	128078724	128111334
ETS1	11	128328656	128457453
ETS1-AS1	11	128396037	128400284
FLI1	11	128556430	128683162
SENCR	11	128561567	128565918
KCNJ1	11	128706210	128737268
KCNJ5	11	128761251	128790930
C11orf45	11	128769460	128775930
TP53AIP1	11	128804626	128813040
ARHGAP32	11	128834955	129149219
RNU6-876P	11	128863132	128863235
RNU6-874P	11	129072861	129072965
ZNF123P	11	129165181	129166376
BARX2	11	129245835	129322171
RPS27P20	11	129407764	129408009
TMEM45B	11	129685714	129729898
NFRKB	11	129733531	129765485
PRDM10	11	129769601	129872730
LINC00167	11	129872833	129874251
ELOBP2	11	129902759	129903115
APLP2	11	129939732	130014699
RPL34P21	11	129952390	129952676
ST14	11	130029457	130080271
ZBTB44	11	130096572	130184581
NDUFAF2P2	11	130154918	130155728
DDX18P5	11	130165536	130166841
RN7SL778P	11	130180075	130180369
ZBTB44-DT	11	130184888	130263688
ADAMTS8	11	130274820	130298888
ADAMTS15	11	130318869	130346532
BAK1P2	11	130416694	130417324
LINC02873	11	130542851	130587247
PPP1R10P1	11	130659126	130660920
LINC02551	11	130714086	130735456
SNX19	11	130745331	130786404
RN7SL167P	11	130874025	130874324
NTM	11	131240373	132206716
RNU6ATAC12P	11	131255144	131255258
NTM-AS1	11	131532025	131533477
NTM-IT	11	132154196	132154975
OPCML	11	132284871	133402414
OPCML-IT2	11	132729140	132729972
OPCML-IT1	11	133229924	133235975
LINC02743	11	133653566	133680271
SPATA19	11	133710526	133715433
MIR4697	11	133768399	133768476
IGSF9B	11	133778459	133826880
LINC02730	11	133896882	133898013
LINC02731	11	133902167	133916744
JAM3	11	133938820	134021896
PTP4A2P2	11	133993723	133994224
NCAPD3	11	134020014	134095348
VPS26B	11	134094539	134117686
THYN1	11	134118173	134123264
ACAD8	11	134123389	134135749
GLB1L3	11	134144139	134189458
GLB1L2	11	134201768	134248235
