chrom,chromStart,chromEnd,target
11,108175401,108175579,ATM_38_CODING
11,108178623,108178711,ATM_39_CODING
11,108180886,108181042,ATM_40_CODING
11,108183137,108183225,ATM_41_CODING
11,108186549,108186638,ATM_42_CODING
11,108186737,108186840,ATM_43_CODING
11,108188099,108188248,ATM_44_CODING
11,108190680,108190785,ATM_45_CODING
11,108192027,108192147,ATM_46_CODING
11,108196036,108196271,ATM_47_CODING
11,108196784,108196952,ATM_48_CODING
11,108198371,108198485,ATM_49_CODING
11,108199747,108199965,ATM_50_CODING
11,108200940,108201148,ATM_51_CODING
11,108202170,108202284,ATM_52_CODING
11,108202605,108202764,ATM_53_CODING
11,108203488,108203627,ATM_54_CODING
11,108204612,108204695,ATM_55_CODING
11,108205695,108205836,ATM_56_CODING
11,108206571,108206688,ATM_57_CODING
11,108213948,108214098,ATM_58_CODING
11,108216469,108216635,ATM_59_CODING
11,108218005,108218092,ATM_60_CODING
11,108224492,108224607,ATM_61_CODING
11,108225537,108225601,ATM_62_CODING
11,108235808,108235945,ATM_63_CODING
11,108236051,108239829,ATM_64_CODING
11,111957496,111957683,SDHD_1_CODING
11,111958580,111958697,SDHD_2_CODING
11,111959590,111959735,SDHD_3_CODING
11,111963803,111963933,SDHD_4_CODING
11,111965528,111966518,SDHD_4_CODING
11,111990014,111990353,SDHD_4_CODING
11,118307204,118307659,KMT2A_1_CODING
11,118309738,118309837,KMT2A_2_CODING
11,118318339,118321461,KMT2A_2_CODING
11,118339489,118339559,KMT2A_2_CODING
11,118342376,118345030,KMT2A_3_CODING
11,118347519,118347697,KMT2A_4_CODING
11,118348681,118348917,KMT2A_5_CODING
11,118350888,118350953,KMT2A_6_CODING
11,118352429,118352807,KMT2A_7_CODING
11,118353136,118353210,KMT2A_8_CODING
11,118354897,118355029,KMT2A_9_CODING
11,118355576,118355690,KMT2A_10_CODING
11,118359328,118359475,KMT2A_11_CODING
11,118360506,118360602,KMT2A_12_CODING
11,118360843,118360964,KMT2A_13_CODING
11,118361910,118362033,KMT2A_14_CODING
11,118362458,118362643,KMT2A_15_CODING
11,118363771,118363945,KMT2A_16_CODING
11,118365002,118365113,KMT2A_17_CODING
11,118365408,118365482,KMT2A_18_CODING
11,118366414,118366608,KMT2A_19_CODING
11,118366975,118367082,KMT2A_20_CODING
11,118368650,118368788,KMT2A_21_CODING
11,118369084,118369243,KMT2A_22_CODING
11,118370017,118370135,KMT2A_23_CODING
11,118370549,118370628,KMT2A_24_CODING
11,118371701,118371862,KMT2A_25_CODING
11,118372386,118372572,KMT2A_26_CODING
11,118373112,118377361,KMT2A_27_CODING
11,118378243,118378324,KMT2A_28_CODING
11,118379850,118379915,KMT2A_29_CODING
11,118380662,118380833,KMT2A_30_CODING
11,118382665,118382740,KMT2A_31_CODING
11,118390332,118390507,KMT2A_32_CODING
11,118390671,118390779,KMT2A_33_CODING
11,118391516,118391600,KMT2A_34_CODING
11,118392002,118392132,KMT2A_35_CODING
11,118392611,118397539,KMT2A_36_CODING
11,119076751,119077322,CBL_1_CODING
11,119103157,119103405,CBL_2_CODING
11,119142444,119142591,CBL_3_CODING
11,119144577,119144734,CBL_4_CODING
11,119145541,119145663,CBL_5_CODING
11,119146706,119146844,CBL_6_CODING
11,119148466,119148554,CBL_7_CODING
11,119148875,119149007,CBL_8_CODING
11,119149219,119149423,CBL_9_CODING
11,119155678,119155810,CBL_10_CODING
11,119155898,119156276,CBL_11_CODING
11,119158561,119158656,CBL_12_CODING
11,119167627,119167744,CBL_13_CODING
11,119168093,119168191,CBL_14_CODING
11,119169067,119169250,CBL_15_CODING
11,119170204,119178859,CBL_16_CODING
11,125495035,125495929,CHEK1_1_CODING
11,125496123,125496728,CHEK1_2_CODING
11,125497501,125497725,CHEK1_3_CODING
11,125499126,125499191,CHEK1_4_CODING
11,125499285,125499355,CHEK1_5_CODING
11,125503057,125503246,CHEK1_5_CODING
11,125505323,125505428,CHEK1_6_CODING
11,125507343,125507440,CHEK1_7_CODING
11,125513686,125513795,CHEK1_8_CODING
11,125513985,125514163,CHEK1_9_CODING
11,125514406,125514538,CHEK1_10_CODING
11,125523640,125523742,CHEK1_11_CODING
11,125525119,125527031,CHEK1_12_CODING
11,125545822,125546150,CHEK1_14_CODING
11,128328655,128332471,ETS1_10_CODING
11,128333403,128333522,ETS1_9_CODING
11,128350085,128350346,ETS1_8_CODING
11,128354713,128354966,ETS1_7_CODING
11,128355963,128356041,ETS1_6_CODING
11,128359184,128359385,ETS1_5_CODING
11,128360351,128360471,ETS1_4_CODING
11,128374885,128375289,ETS1_1_CODING
11,128391807,128392205,ETS1_1_CODING
11,128426185,128426330,ETS1_3_CODING
11,128442956,128443039,ETS1_2_CODING
11,128457382,128457453,ETS1_1_CODING
11,128556429,128556596,FLI1_1_CODING
11,128562388,128562695,FLI1_1_CODING
11,128562876,128563038,FLI1_1_CODING
11,128563664,128564171,FLI1_1_CODING
11,128618131,128618185,FLI1_2_CODING
11,128628009,128628221,FLI1_2_CODING
11,128634684,128634716,FLI1_1_CODING
11,128638012,128638167,FLI1_3_CODING
11,128642676,128642880,FLI1_4_CODING
11,128651852,128651918,FLI1_5_CODING
11,128675260,128675326,FLI1_6_CODING
11,128677074,128677134,FLI1_7_CODING
11,128679051,128679099,FLI1_8_CODING
11,128680353,128683162,FLI1_9_CODING
12,389294,394828,KDM5A_28_CODING
12,395328,395373,KDM5A_28_CODING
12,401924,402335,KDM5A_27_CODING
12,404738,404959,KDM5A_26_CODING
12,406206,406366,KDM5A_25_CODING
12,416111,416255,KDM5A_24_CODING
12,416619,417171,KDM5A_23_CODING
12,418968,419130,KDM5A_22_CODING
12,420050,420230,KDM5A_21_CODING
12,422221,422360,KDM5A_20_CODING
12,427271,427627,KDM5A_19_CODING
12,430160,430275,KDM5A_18_CODING
12,431582,431733,KDM5A_17_CODING
12,432247,432372,KDM5A_16_CODING
12,432765,432947,KDM5A_15_CODING
12,438000,438195,KDM5A_14_CODING
12,440984,441104,KDM5A_13_CODING
12,442652,442815,KDM5A_12_CODING
12,443406,443588,KDM5A_11_CODING
12,459786,459945,KDM5A_10_CODING
12,461370,461490,KDM5A_9_CODING
12,463241,463400,KDM5A_8_CODING
12,464323,464415,KDM5A_7_CODING
12,465597,465703,KDM5A_6_CODING
12,472128,472263,KDM5A_5_CODING
12,475099,475270,KDM5A_4_CODING
12,493196,493319,KDM5A_3_CODING
12,495062,495140,KDM5A_2_CODING
12,496413,496440,KDM5A_2_CODING
12,497398,497696,KDM5A_1_CODING
12,498092,498620,KDM5A_1_CODING
12,1021242,1022618,RAD52_12_CODING
12,1023059,1023287,RAD52_11_CODING
12,1023596,1023698,RAD52_10_CODING
12,1025371,1025701,RAD52_9_CODING
12,1025804,1025986,RAD52_8_CODING
12,1034615,1034691,RAD52_7_CODING
12,1035961,1036112,RAD52_6_CODING
12,1036310,1036429,RAD52_6_CODING
12,1038937,1039052,RAD52_5_CODING
12,1039095,1039310,RAD52_4_CODING
12,1040385,1040487,RAD52_3_CODING
12,1042140,1042242,RAD52_2_CODING
12,1045972,1046048,RAD52_2_CODING
12,1058568,1058888,RAD52_1_CODING
12,1098974,1099219,RAD52_1_CODING
12,4382937,4383401,CCND2_1_CODING
12,4385170,4385386,CCND2_2_CODING
12,4387925,4388085,CCND2_3_CODING
12,4398007,4398156,CCND2_4_CODING
12,4406922,4407134,CCND2_3_CODING
12,4409025,4414516,CCND2_5_CODING
12,4477392,4479949,FGF23_3_CODING
12,4481759,4481863,FGF23_2_CODING
12,4488537,4488894,FGF23_1_CODING
12,4537321,4537569,FGF6_2_CODING
12,4543308,4543557,FGF6_3_CODING
12,4553298,4553402,FGF6_1_CODING
12,4554390,4554780,FGF6_1_CODING
12,6679248,6679859,CHD4_39_CODING
12,6680034,6680198,CHD4_38_CODING
12,6682239,6682435,CHD4_37_CODING
12,6686950,6687083,CHD4_36_CODING
12,6687194,6687303,CHD4_35_CODING
12,6687574,6687712,CHD4_34_CODING
12,6688011,6688083,CHD4_33_CODING
12,6690209,6690339,CHD4_32_CODING
12,6690456,6690554,CHD4_31_CODING
12,6690814,6690980,CHD4_30_CODING
12,6691302,6691447,CHD4_29_CODING
12,6691780,6691914,CHD4_28_CODING
12,6692013,6692102,CHD4_27_CODING
12,6692192,6692544,CHD4_26_CODING
12,6696549,6696725,CHD4_25_CODING
12,6696877,6697115,CHD4_24_CODING
12,6697463,6697588,CHD4_23_CODING
12,6700631,6700749,CHD4_22_CODING
12,6700859,6700991,CHD4_21_CODING
12,6701081,6701223,CHD4_20_CODING
12,6701558,6701732,CHD4_19_CODING
12,6701861,6701983,CHD4_18_CODING
12,6702256,6702394,CHD4_17_CODING
12,6702581,6702782,CHD4_16_CODING
12,6703624,6703816,CHD4_15_CODING
12,6704499,6704596,CHD4_14_CODING
12,6705171,6705303,CHD4_13_CODING
12,6707059,6707265,CHD4_12_CODING
12,6707387,6707591,CHD4_11_CODING
12,6708938,6709178,CHD4_10_CODING
12,6709382,6709561,CHD4_9_CODING
12,6709699,6709835,CHD4_8_CODING
12,6710091,6710219,CHD4_7_CODING
12,6710454,6710696,CHD4_6_CODING
12,6710813,6710932,CHD4_5_CODING
12,6711125,6711341,CHD4_4_CODING
12,6711541,6711663,CHD4_3_CODING
12,6715439,6715617,CHD4_2_CODING
12,6715748,6715846,CHD4_1_CODING
12,6716465,6716642,CHD4_1_CODING
12,11802787,11803094,ETV6_1_CODING
12,11905383,11905513,ETV6_2_CODING
12,11992073,11992238,ETV6_3_CODING
12,11993394,11993802,ETV6_3_CODING
12,12006360,12006495,ETV6_4_CODING
12,12022357,12022903,ETV6_5_CODING
12,12037378,12037521,ETV6_6_CODING
12,12038859,12038960,ETV6_7_CODING
12,12043874,12048336,ETV6_8_CODING
12,12870057,12871248,CDKN1B_1_CODING
12,12871758,12871888,CDKN1B_2_CODING
12,12873969,12875305,CDKN1B_3_CODING
12,18400547,18401016,PIK3C2G_1_CODING
12,18414473,18414511,PIK3C2G_1_CODING
12,18434937,18435693,PIK3C2G_2_CODING
12,18439780,18439863,PIK3C2G_3_CODING
12,18443788,18443946,PIK3C2G_4_CODING
12,18446834,18446949,PIK3C2G_5_CODING
12,18466895,18466998,PIK3C2G_6_CODING
12,18473895,18473966,PIK3C2G_7_CODING
12,18477968,18478032,PIK3C2G_8_CODING
12,18491359,18491482,PIK3C2G_9_CODING
12,18496260,18496294,PIK3C2G_10_CODING
12,18499574,18499770,PIK3C2G_11_CODING
12,18515697,18516022,PIK3C2G_12_CODING
12,18524113,18524245,PIK3C2G_11_CODING
12,18534699,18534814,PIK3C2G_12_CODING
12,18544055,18544186,PIK3C2G_13_CODING
12,18552592,18552781,PIK3C2G_14_CODING
12,18573874,18573968,PIK3C2G_15_CODING
12,18576878,18576973,PIK3C2G_16_CODING
12,18641382,18641563,PIK3C2G_17_CODING
12,18644384,18644492,PIK3C2G_18_CODING
12,18648995,18649088,PIK3C2G_19_CODING
12,18650552,18650682,PIK3C2G_20_CODING
12,18656214,18656351,PIK3C2G_21_CODING
12,18658225,18658395,PIK3C2G_22_CODING
12,18691089,18691246,PIK3C2G_23_CODING
12,18699256,18699366,PIK3C2G_24_CODING
12,18715636,18715826,PIK3C2G_25_CODING
12,18716310,18716432,PIK3C2G_26_CODING
12,18719882,18719991,PIK3C2G_27_CODING
12,18747427,18747503,PIK3C2G_28_CODING
12,18762468,18762563,PIK3C2G_29_CODING
12,18793362,18793488,PIK3C2G_30_CODING
12,18800809,18801348,PIK3C2G_31_CODING
12,25357722,25362845,KRAS_5_CODING
12,25368370,25368494,KRAS_5_CODING
12,25378547,25378707,KRAS_4_CODING
12,25380167,25380346,KRAS_3_CODING
12,25386752,25388160,KRAS_3_CODING
12,25398207,25398329,KRAS_2_CODING
12,25403684,25403870,KRAS_1_CODING
12,31944122,31945175,H3-5_1_CODING
12,46123447,46123711,ARID2_1_CODING
12,46123826,46123920,ARID2_2_CODING
12,46124999,46125097,ARID2_3_CODING
12,46205200,46205334,ARID2_4_CODING
12,46211452,46211671,ARID2_5_CODING
12,46215202,46215270,ARID2_6_CODING
12,46230371,46230438,ARID2_7_CODING
12,46230523,46230774,ARID2_8_CODING
12,46231103,46231200,ARID2_9_CODING
12,46231280,46231490,ARID2_10_CODING
12,46233111,46233279,ARID2_11_CODING
12,46240638,46240720,ARID2_12_CODING
12,46242618,46242753,ARID2_13_CODING
12,46243362,46243559,ARID2_14_CODING
12,46243818,46246679,ARID2_15_CODING
12,46254583,46254732,ARID2_16_CODING
12,46285562,46285701,ARID2_17_CODING
12,46285793,46285879,ARID2_18_CODING
12,46287202,46287326,ARID2_19_CODING
12,46287412,46287701,ARID2_20_CODING
12,46298124,46298181,ARID2_7_CODING
12,46298716,46301823,ARID2_21_CODING
12,49412757,49415655,KMT2D_54_CODING
12,49415825,49415934,KMT2D_53_CODING
12,49416062,49416136,KMT2D_52_CODING
12,49416372,49416658,KMT2D_51_CODING
12,49417835,49417883,KMT2D_2_CODING
12,49418360,49418491,KMT2D_50_CODING
12,49418592,49418729,KMT2D_49_CODING
12,49419964,49421105,KMT2D_48_CODING
12,49421585,49421713,KMT2D_47_CODING
12,49421791,49421924,KMT2D_46_CODING
12,49422610,49422741,KMT2D_45_CODING
12,49422843,49423019,KMT2D_44_CODING
12,49423183,49423259,KMT2D_43_CODING
12,49424062,49424222,KMT2D_42_CODING
12,49424383,49424551,KMT2D_41_CODING
12,49424675,49424816,KMT2D_40_CODING
12,49424957,49427747,KMT2D_39_CODING
12,49427849,49428082,KMT2D_38_CODING
12,49428192,49428259,KMT2D_37_CODING
12,49428364,49428449,KMT2D_36_CODING
12,49428594,49428718,KMT2D_35_CODING
12,49430907,49432772,KMT2D_34_CODING
12,49433004,49433141,KMT2D_33_CODING
12,49433217,49433400,KMT2D_32_CODING
12,49433506,49435318,KMT2D_31_CODING
12,49435437,49435488,KMT2D_30_CODING
12,49435699,49435773,KMT2D_29_CODING
12,49435871,49436113,KMT2D_28_CODING
12,49436343,49436428,KMT2D_27_CODING
12,49436523,49436661,KMT2D_26_CODING
12,49436858,49436969,KMT2D_25_CODING
12,49437145,49437211,KMT2D_24_CODING
12,49437417,49437565,KMT2D_23_CODING
12,49437650,49437781,KMT2D_22_CODING
12,49437982,49438087,KMT2D_21_CODING
12,49438185,49438305,KMT2D_20_CODING
12,49438526,49438748,KMT2D_19_CODING
12,49439702,49439750,KMT2D_18_CODING
12,49439847,49439957,KMT2D_17_CODING
12,49440042,49440207,KMT2D_16_CODING
12,49440391,49440573,KMT2D_15_CODING
12,49441747,49441852,KMT2D_14_CODING
12,49442441,49442552,KMT2D_13_CODING
12,49442887,49443001,KMT2D_12_CODING
12,49443464,49444573,KMT2D_11_CODING
12,49444668,49446207,KMT2D_10_CODING
12,49446346,49446492,KMT2D_9_CODING
12,49446697,49446855,KMT2D_8_CODING
12,49446989,49447104,KMT2D_7_CODING
12,49447258,49447424,KMT2D_6_CODING
12,49447760,49447923,KMT2D_5_CODING
12,49448089,49448199,KMT2D_4_CODING
12,49448310,49448534,KMT2D_3_CODING
12,49448682,49448809,KMT2D_2_CODING
12,49449058,49449144,KMT2D_1_CODING
12,49453395,49453557,KMT2D_1_CODING
12,50478754,50479329,SMARCD1_1_CODING
12,50479465,50479653,SMARCD1_1_CODING
12,50479943,50480131,SMARCD1_2_CODING
12,50480403,50480446,SMARCD1_3_CODING
12,50480538,50480661,SMARCD1_4_CODING
12,50481145,50481268,SMARCD1_5_CODING
12,50482017,50482073,SMARCD1_1_CODING
12,50482303,50482420,SMARCD1_6_CODING
12,50483666,50483768,SMARCD1_7_CODING
12,50484023,50484185,SMARCD1_8_CODING
12,50484275,50484373,SMARCD1_9_CODING
12,50488219,50488355,SMARCD1_10_CODING
12,50490632,50490755,SMARCD1_11_CODING
12,50492496,50492598,SMARCD1_12_CODING
12,50492729,50494495,SMARCD1_13_CODING
12,52345450,52345618,ACVR1B_1_CODING
12,52347163,52347283,ACVR1B_1_CODING
12,52353839,52353971,ACVR1B_2_CODING
12,52369048,52369288,ACVR1B_2_CODING
12,52370110,52370359,ACVR1B_3_CODING
12,52374752,52374983,ACVR1B_4_CODING
12,52376469,52376592,ACVR1B_5_CODING
12,52377782,52377950,ACVR1B_5_CODING
12,52378975,52379132,ACVR1B_6_CODING
12,52380601,52381130,ACVR1B_7_CODING
12,52385646,52386125,ACVR1B_8_CODING
12,52387768,52390862,ACVR1B_9_CODING
12,56473640,56474166,ERBB3_1_CODING
12,56477096,56477332,ERBB3_1_CODING
12,56477534,56477686,ERBB3_3_CODING
12,56478778,56479400,ERBB3_4_CODING
12,56480314,56480440,ERBB3_5_CODING
12,56481360,56481426,ERBB3_5_CODING
12,56481578,56481697,ERBB3_6_CODING
12,56481804,56481946,ERBB3_7_CODING
12,56482326,56482440,ERBB3_8_CODING
12,56482531,56482652,ERBB3_9_CODING
12,56486530,56486604,ERBB3_10_CODING
12,56486769,56486860,ERBB3_11_CODING
12,56487128,56487334,ERBB3_12_CODING
12,56487547,56487680,ERBB3_13_CODING
12,56487882,56487973,ERBB3_14_CODING
12,56488185,56488340,ERBB3_15_CODING
12,56489040,56489094,ERBB3_16_CODING
12,56489448,56489590,ERBB3_17_CODING
12,56489774,56490406,ERBB3_18_CODING
12,56490531,56490630,ERBB3_19_CODING
12,56490828,56491014,ERBB3_20_CODING
12,56491568,56491724,ERBB3_21_CODING
12,56492034,56492689,ERBB3_22_CODING
12,56493431,56493529,ERBB3_24_CODING
12,56493621,56493813,ERBB3_25_CODING
12,56493957,56494029,ERBB3_26_CODING
12,56494844,56495145,ERBB3_27_CODING
12,56495312,56497289,ERBB3_28_CODING
12,57482676,57483137,NAB2_1_CODING
12,57484907,57485781,NAB2_2_CODING
12,57486230,57486364,NAB2_3_CODING
12,57486699,57486751,NAB2_4_CODING
12,57486845,57486978,NAB2_5_CODING
12,57487189,57487381,NAB2_6_CODING
12,57488394,57489259,NAB2_7_CODING
12,57853917,57853984,GLI1_1_CODING
12,57854273,57854338,GLI1_1_CODING
12,57857447,57857574,GLI1_2_CODING
12,57857781,57857874,GLI1_3_CODING
12,57858455,57858651,GLI1_2_CODING
12,57858893,57859038,GLI1_3_CODING
12,57859389,57859479,GLI1_4_CODING
12,57859570,57859708,GLI1_5_CODING
12,57860022,57860172,GLI1_6_CODING
12,57861115,57861280,GLI1_9_CODING
12,57861776,57862007,GLI1_10_CODING
12,57863213,57863481,GLI1_11_CODING
12,57864099,57866045,GLI1_12_CODING
12,58141509,58142400,CDK4_8_CODING
12,58142964,58143100,CDK4_7_CODING
12,58143236,58143287,CDK4_6_CODING
12,58144438,58144548,CDK4_5_CODING
12,58144705,58144873,CDK4_4_CODING
12,58144989,58145125,CDK4_3_CODING
12,58145282,58145660,CDK4_2_CODING
12,58145695,58145898,CDK4_1_CODING
12,58145957,58146304,CDK4_1_CODING
12,58149714,58149796,CDK4_1_CODING
12,69201955,69202271,MDM2_1_CODING
12,69202796,69202866,MDM2_1_CODING
12,69202987,69203078,MDM2_2_CODING
12,69207333,69207408,MDM2_3_CODING
12,69209407,69209500,MDM2_4_CODING
12,69210591,69210725,MDM2_4_CODING
12,69214104,69214154,MDM2_5_CODING
12,69218142,69218210,MDM2_6_CODING
12,69218334,69218431,MDM2_7_CODING
12,69222550,69222711,MDM2_8_CODING
12,69229608,69229764,MDM2_9_CODING
12,69230451,69230529,MDM2_10_CODING
12,69233053,69239214,MDM2_11_CODING
12,69864128,69864310,FRS2_1_CODING
12,69874078,69874139,FRS2_2_CODING
12,69879981,69880077,FRS2_2_CODING
12,69885317,69885431,FRS2_2_CODING
12,69924602,69924740,FRS2_3_CODING
12,69925793,69925836,FRS2_4_CODING
12,69931695,69931763,FRS2_4_CODING
12,69951579,69951636,FRS2_5_CODING
12,69955927,69956054,FRS2_5_CODING
12,69962784,69962876,FRS2_6_CODING
12,69964110,69964297,FRS2_7_CODING
12,69965055,69965214,FRS2_7_CODING
12,69965897,69966061,FRS2_8_CODING
12,69967784,69973562,FRS2_9_CODING
12,92536285,92538223,BTG1_2_CODING
12,92538835,92539009,BTG1_1_CODING
12,92539163,92539673,BTG1_1_CODING
12,102789644,102796344,IGF1_4_CODING
12,102811268,102811781,IGF1_5_CODING
12,102813286,102813468,IGF1_3_CODING
12,102869420,102869577,IGF1_2_CODING
12,102872264,102872429,IGF1_1_CODING
12,102874096,102874423,IGF1_1_CODING
12,111843751,111844081,SH2B3_1_CODING
12,111855922,111856681,SH2B3_2_CODING
12,111872665,111872831,SH2B3_1_CODING
12,111882542,111882652,SH2B3_2_CODING
12,111884556,111884658,SH2B3_3_CODING
12,111884745,111884837,SH2B3_4_CODING
12,111884928,111885023,SH2B3_5_CODING
12,111885133,111885348,SH2B3_6_CODING
12,111885459,111885631,SH2B3_7_CODING
12,111885786,111889427,SH2B3_8_CODING
12,112856712,112856929,PTPN11_1_CODING
12,112884079,112884202,PTPN11_2_CODING
12,112888121,112888316,PTPN11_3_CODING
12,112890998,112891191,PTPN11_4_CODING
12,112892367,112892484,PTPN11_5_CODING
12,112893753,112893867,PTPN11_6_CODING
12,112895094,112895290,PTPN11_4_CODING
12,112910747,112910844,PTPN11_7_CODING
12,112915454,112915534,PTPN11_8_CODING
12,112915660,112915819,PTPN11_9_CODING
12,112919877,112920009,PTPN11_10_CODING
12,112924278,112924727,PTPN11_11_CODING
12,112926246,112926314,PTPN11_12_CODING
12,112926827,112926979,PTPN11_13_CODING
12,112939947,112940060,PTPN11_14_CODING
12,112942498,112942600,PTPN11_15_CODING
12,112943628,112947717,PTPN11_16_CODING
12,115108058,115110107,TBX3_7_CODING
12,115111969,115112640,TBX3_6_CODING
12,115114117,115114275,TBX3_5_CODING
12,115115384,115115461,TBX3_4_CODING
12,115117309,115117456,TBX3_3_CODING
12,115117717,115117777,TBX3_3_CODING
12,115118683,115118951,TBX3_2_CODING
12,115120616,115121969,TBX3_1_CODING
12,120532898,120535177,RAB35_6_CODING
12,120536614,120536739,RAB35_5_CODING
12,120536833,120536958,RAB35_4_CODING
12,120541629,120541753,RAB35_3_CODING
12,120546220,120546271,RAB35_2_CODING
12,120554402,120554643,RAB35_1_CODING
12,121416345,121416897,HNF1A_1_CODING
12,121426635,121426835,HNF1A_2_CODING
12,121431322,121431509,HNF1A_3_CODING
12,121431966,121432208,HNF1A_4_CODING
12,121434064,121434216,HNF1A_5_CODING
12,121434343,121436103,HNF1A_6_CODING
12,121437070,121437430,HNF1A_8_CODING
12,121438867,121440315,HNF1A_10_CODING
12,133200347,133201396,POLE_49_CODING
12,133201490,133201580,POLE_48_CODING
12,133202230,133202356,POLE_47_CODING
12,133202702,133202903,POLE_46_CODING
12,133208900,133209094,POLE_45_CODING
12,133209249,133209381,POLE_44_CODING
12,133210771,133210964,POLE_43_CODING
12,133212477,133212610,POLE_42_CODING
12,133214599,133214725,POLE_41_CODING
12,133215710,133215884,POLE_40_CODING
12,133218232,133218437,POLE_39_CODING
12,133218762,133218983,POLE_38_CODING
12,133219091,133219315,POLE_37_CODING
12,133219405,133219582,POLE_36_CODING
12,133219809,133219916,POLE_35_CODING
12,133219992,133220146,POLE_34_CODING
12,133220422,133220563,POLE_33_CODING
12,133225512,133225658,POLE_32_CODING
12,133225891,133226101,POLE_31_CODING
12,133226262,133226475,POLE_30_CODING
12,133226868,133227993,POLE_1_CODING
12,133233721,133233844,POLE_29_CODING
12,133233934,133234015,POLE_28_CODING
12,133234453,133234556,POLE_27_CODING
12,133235880,133237499,POLE_26_CODING
12,133237554,133237750,POLE_25_CODING
12,133238112,133238270,POLE_24_CODING
12,133240589,133240734,POLE_23_CODING
12,133240955,133241048,POLE_22_CODING
12,133241887,133242036,POLE_21_CODING
12,133244088,133244234,POLE_20_CODING
12,133244941,133245088,POLE_19_CODING
12,133245220,133245323,POLE_18_CODING
12,133245396,133245525,POLE_17_CODING
12,133248800,133248908,POLE_16_CODING
12,133249212,133249425,POLE_15_CODING
12,133249749,133249863,POLE_14_CODING
12,133250160,133250293,POLE_13_CODING
12,133251983,133253084,POLE_12_CODING
12,133253131,133253239,POLE_9_CODING
12,133253948,133254029,POLE_8_CODING
12,133254163,133254307,POLE_7_CODING
12,133256082,133256237,POLE_6_CODING
12,133256539,133256632,POLE_5_CODING
12,133256763,133256808,POLE_4_CODING
12,133257192,133257273,POLE_3_CODING
12,133257723,133257865,POLE_2_CODING
12,133263839,133263945,POLE_1_CODING
13,21547170,21549503,LATS2_8_CODING
13,21553829,21553936,LATS2_7_CODING
13,21555604,21555787,LATS2_6_CODING
13,21557362,21557945,LATS2_5_CODING
13,21562019,21563443,LATS2_4_CODING
13,21565410,21565543,LATS2_3_CODING
13,21619823,21620369,LATS2_2_CODING
13,21634268,21634429,LATS2_1_CODING
13,21635484,21635686,LATS2_1_CODING
13,22245521,22246328,FGF9_1_CODING
13,22255180,22255284,FGF9_2_CODING
13,22275328,22278637,FGF9_3_CODING
13,26828275,26828906,CDK8_1_CODING
13,26911703,26911779,CDK8_2_CODING
13,26923208,26923319,CDK8_3_CODING
13,26927876,26928017,CDK8_4_CODING
13,26956950,26957008,CDK8_5_CODING
13,26959347,26959479,CDK8_6_CODING
13,26967503,26967647,CDK8_7_CODING
13,26970421,26970491,CDK8_8_CODING
13,26971289,26971362,CDK8_9_CODING
13,26974589,26974687,CDK8_10_CODING
13,26975405,26975484,CDK8_11_CODING
13,26975602,26975761,CDK8_12_CODING
13,26978092,26979375,CDK8_13_CODING
13,28577410,28578311,FLT3_24_CODING
13,28588588,28588694,FLT3_23_CODING
13,28589293,28589393,FLT3_22_CODING
13,28589726,28589838,FLT3_21_CODING
13,28592594,28592726,FLT3_20_CODING
13,28597486,28597614,FLT3_19_CODING
13,28598997,28599080,FLT3_18_CODING
13,28601224,28601378,FLT3_17_CODING
13,28602314,28602425,FLT3_16_CODING
13,28608023,28608128,FLT3_15_CODING
13,28608218,28608351,FLT3_14_CODING
13,28608437,28608544,FLT3_13_CODING
13,28609631,28609810,FLT3_12_CODING
13,28610071,28610180,FLT3_11_CODING
13,28611321,28611425,FLT3_10_CODING
13,28622411,28622580,FLT3_9_CODING
13,28623520,28623674,FLT3_8_CODING
13,28623771,28623911,FLT3_7_CODING
13,28624231,28624359,FLT3_6_CODING
13,28626681,28626811,FLT3_5_CODING
13,28631483,28631599,FLT3_4_CODING
13,28636003,28636206,FLT3_3_CODING
13,28644627,28644749,FLT3_2_CODING
13,28674604,28674729,FLT3_1_CODING
13,28874488,28877505,FLT1_30_CODING
13,28880814,28880909,FLT1_29_CODING
13,28882979,28883064,FLT1_28_CODING
13,28885726,28885869,FLT1_27_CODING
13,28886129,28886235,FLT1_26_CODING
13,28891634,28891734,FLT1_25_CODING
13,28893559,28893671,FLT1_24_CODING
13,28895599,28895722,FLT1_23_CODING
13,28896398,28896496,FLT1_22_CODING
13,28896592,28896770,FLT1_1_CODING
13,28896926,28897083,FLT1_21_CODING
13,28901598,28901687,FLT1_20_CODING
13,28903751,28903865,FLT1_19_CODING
13,28908161,28908266,FLT1_18_CODING
13,28913304,28913437,FLT1_17_CODING
13,28919581,28919688,FLT1_16_CODING
13,28919916,28919978,FLT1_2_CODING
13,28920353,28920426,FLT1_1_CODING
13,28931690,28931822,FLT1_15_CODING
13,28942233,28942800,FLT1_15_CODING
13,28959021,28959168,FLT1_14_CODING
13,28963932,28964241,FLT1_13_CODING
13,28971096,28971205,FLT1_12_CODING
13,28973180,28973255,FLT1_12_CODING
13,28979916,28980031,FLT1_11_CODING
13,29001295,29001455,FLT1_10_CODING
13,29001888,29002058,FLT1_9_CODING
13,29004186,29004304,FLT1_8_CODING
13,29005272,29005447,FLT1_7_CODING
13,29007955,29008092,FLT1_6_CODING
